layer,sample_idx,mse
layers.14.self_attn.o_proj,0,0.013087012805044651
layers.14.mlp.gate_proj,0,0.17544062435626984
layers.14.mlp.up_proj,0,0.1515059471130371
layers.14.mlp.down_proj,0,0.02767558954656124
layers.15.self_attn.q_proj,0,0.7631352543830872
layers.15.self_attn.k_proj,0,0.9288908839225769
layers.15.self_attn.v_proj,0,0.24311721324920654
layers.15.self_attn.o_proj,0,0.013345237821340561
layers.15.mlp.gate_proj,0,0.19424942135810852
layers.15.mlp.up_proj,0,0.16837838292121887
layers.15.mlp.down_proj,0,0.03679905831813812
layers.16.self_attn.q_proj,0,0.8124873638153076
layers.16.self_attn.k_proj,0,0.9545902013778687
layers.16.self_attn.v_proj,0,0.2514920234680176
layers.16.self_attn.o_proj,0,0.019945772364735603
layers.16.mlp.gate_proj,0,0.2208547294139862
layers.16.mlp.up_proj,0,0.18623414635658264
layers.16.mlp.down_proj,0,0.0458124503493309
layers.17.self_attn.q_proj,0,0.8008895516395569
layers.17.self_attn.k_proj,0,0.9288561344146729
layers.17.self_attn.v_proj,0,0.28333327174186707
layers.17.self_attn.o_proj,0,0.014428987167775631
layers.17.mlp.gate_proj,0,0.24148151278495789
layers.17.mlp.up_proj,0,0.2024332582950592
layers.17.mlp.down_proj,0,0.050002556294202805
layers.18.self_attn.q_proj,0,0.8346307277679443
layers.18.self_attn.k_proj,0,0.9146302342414856
layers.18.self_attn.v_proj,0,0.3402855396270752
layers.18.self_attn.o_proj,0,0.015308556146919727
layers.18.mlp.gate_proj,0,0.268446683883667
layers.18.mlp.up_proj,0,0.22096018493175507
layers.18.mlp.down_proj,0,0.05701112374663353
layers.19.self_attn.q_proj,0,0.7976182699203491
layers.19.self_attn.k_proj,0,0.9395313262939453
layers.19.self_attn.v_proj,0,0.3426191508769989
layers.19.self_attn.o_proj,0,0.014017922803759575
layers.19.mlp.gate_proj,0,0.28066930174827576
layers.19.mlp.up_proj,0,0.23376719653606415
layers.19.mlp.down_proj,0,0.06244714558124542
layers.20.self_attn.q_proj,0,0.830952525138855
layers.20.self_attn.k_proj,0,0.9449982643127441
layers.20.self_attn.v_proj,0,0.33830514550209045
layers.20.self_attn.o_proj,0,0.01868320070207119
layers.20.mlp.gate_proj,0,0.3034028708934784
layers.20.mlp.up_proj,0,0.24778498709201813
layers.20.mlp.down_proj,0,0.06706637144088745
layers.21.self_attn.q_proj,0,0.8430899381637573
layers.21.self_attn.k_proj,0,0.9427209496498108
layers.21.self_attn.v_proj,0,0.4260644018650055
layers.21.self_attn.o_proj,0,0.014111078344285488
layers.21.mlp.gate_proj,0,0.3216370642185211
layers.21.mlp.up_proj,0,0.25860148668289185
layers.21.mlp.down_proj,0,0.07033368945121765
layers.22.self_attn.q_proj,0,0.9262499213218689
layers.22.self_attn.k_proj,0,1.016791582107544
layers.22.self_attn.v_proj,0,0.4414001405239105
layers.22.self_attn.o_proj,0,0.028644893318414688
layers.22.mlp.gate_proj,0,0.3353815972805023
layers.22.mlp.up_proj,0,0.2645203471183777
layers.22.mlp.down_proj,0,0.07535193115472794
layers.23.self_attn.q_proj,0,0.9130389094352722
layers.23.self_attn.k_proj,0,0.9803719520568848
layers.23.self_attn.v_proj,0,0.5111091732978821
layers.23.self_attn.o_proj,0,0.01904083788394928
layers.23.mlp.gate_proj,0,0.35035964846611023
layers.23.mlp.up_proj,0,0.28123676776885986
layers.23.mlp.down_proj,0,0.08417816460132599
layers.24.self_attn.q_proj,0,0.8803932666778564
layers.24.self_attn.k_proj,0,0.95709228515625
layers.24.self_attn.v_proj,0,0.5083086490631104
layers.24.self_attn.o_proj,0,0.024713847786188126
layers.24.mlp.gate_proj,0,0.36746346950531006
layers.24.mlp.up_proj,0,0.29539620876312256
layers.24.mlp.down_proj,0,0.08790307492017746
layers.25.self_attn.q_proj,0,0.9723001718521118
layers.25.self_attn.k_proj,0,1.0125761032104492
layers.25.self_attn.v_proj,0,0.6191609501838684
layers.25.self_attn.o_proj,0,0.020920174196362495
layers.25.mlp.gate_proj,0,0.394321471452713
layers.25.mlp.up_proj,0,0.3174112141132355
layers.25.mlp.down_proj,0,0.09881999343633652
layers.26.self_attn.q_proj,0,1.0084713697433472
layers.26.self_attn.k_proj,0,1.086616039276123
layers.26.self_attn.v_proj,0,0.6243683099746704
layers.26.self_attn.o_proj,0,0.04643356800079346
layers.26.mlp.gate_proj,0,0.43582579493522644
layers.26.mlp.up_proj,0,0.350530207157135
layers.26.mlp.down_proj,0,0.11540296673774719
layers.27.self_attn.q_proj,0,1.04119074344635
layers.27.self_attn.k_proj,0,1.074270486831665
layers.27.self_attn.v_proj,0,0.6474800705909729
layers.27.self_attn.o_proj,0,0.03702211007475853
layers.27.mlp.gate_proj,0,0.47176799178123474
layers.27.mlp.up_proj,0,0.38488611578941345
layers.27.mlp.down_proj,0,0.13230310380458832
layers.28.self_attn.q_proj,0,1.091407060623169
layers.28.self_attn.k_proj,0,1.1126030683517456
layers.28.self_attn.v_proj,0,0.734144926071167
layers.28.self_attn.o_proj,0,0.048628468066453934
layers.28.mlp.gate_proj,0,0.511269748210907
layers.28.mlp.up_proj,0,0.4287605583667755
layers.28.mlp.down_proj,0,0.1626553237438202
layers.29.self_attn.q_proj,0,1.002073884010315
layers.29.self_attn.k_proj,0,1.0790791511535645
layers.29.self_attn.v_proj,0,0.6956157684326172
layers.29.self_attn.o_proj,0,0.05780458822846413
layers.29.mlp.gate_proj,0,0.5480337142944336
layers.29.mlp.up_proj,0,0.4646863341331482
layers.29.mlp.down_proj,0,0.2192656248807907
layers.30.self_attn.q_proj,0,1.0648488998413086
layers.30.self_attn.k_proj,0,1.098789095878601
layers.30.self_attn.v_proj,0,0.7987016439437866
layers.30.self_attn.o_proj,0,0.07005999237298965
layers.30.mlp.gate_proj,0,0.6257708072662354
layers.30.mlp.up_proj,0,0.5281738042831421
layers.30.mlp.down_proj,0,6.48813009262085
layers.31.self_attn.q_proj,0,0.9385632872581482
layers.31.self_attn.k_proj,0,0.9978641271591187
layers.31.self_attn.v_proj,0,0.48030924797058105
layers.31.self_attn.o_proj,0,0.21288558840751648
layers.31.mlp.gate_proj,0,0.6736065149307251
layers.31.mlp.up_proj,0,0.6136661171913147
layers.31.mlp.down_proj,0,3.8081417083740234
block_0,0,0.0003525880165398121
block_1,0,0.8958624005317688
block_2,0,0.9090028405189514
block_3,0,0.9108376502990723
block_4,0,0.950004518032074
block_5,0,0.9546869993209839
block_6,0,0.961879312992096
block_7,0,0.9715234637260437
block_8,0,0.9837454557418823
block_9,0,0.9963209629058838
block_10,0,1.0122414827346802
block_11,0,1.025995135307312
block_12,0,1.0425872802734375
block_13,0,1.0699388980865479
block_14,0,1.102108120918274
block_15,0,1.1471574306488037
block_16,0,1.224597692489624
block_17,0,1.288437843322754
block_18,0,1.3759764432907104
block_19,0,1.4745347499847412
block_20,0,1.5949872732162476
block_21,0,1.7142151594161987
block_22,0,1.8827930688858032
block_23,0,2.0336151123046875
block_24,0,2.223345994949341
block_25,0,2.391103982925415
block_26,0,2.6734766960144043
block_27,0,2.9522390365600586
block_28,0,3.313375473022461
block_29,0,3.6949198246002197
block_30,0,7.290981292724609
block_31,0,10.228108406066895
