layer,sample_idx,mse
layers.17.mlp.gate_proj,0,0.20777171850204468
layers.17.mlp.up_proj,0,0.1705712527036667
layers.17.mlp.down_proj,0,0.045793067663908005
layers.18.self_attn.q_proj,0,0.6986251473426819
layers.18.self_attn.k_proj,0,0.7559130787849426
layers.18.self_attn.v_proj,0,0.2937624156475067
layers.18.self_attn.o_proj,0,0.01049818005412817
layers.18.mlp.gate_proj,0,0.23639097809791565
layers.18.mlp.up_proj,0,0.19210249185562134
layers.18.mlp.down_proj,0,0.05428459867835045
layers.19.self_attn.q_proj,0,0.6740540266036987
layers.19.self_attn.k_proj,0,0.7801527380943298
layers.19.self_attn.v_proj,0,0.3045024573802948
layers.19.self_attn.o_proj,0,0.011575046926736832
layers.19.mlp.gate_proj,0,0.24550525844097137
layers.19.mlp.up_proj,0,0.20681892335414886
layers.19.mlp.down_proj,0,0.058627910912036896
layers.20.self_attn.q_proj,0,0.7206976413726807
layers.20.self_attn.k_proj,0,0.8480111360549927
layers.20.self_attn.v_proj,0,0.30929455161094666
layers.20.self_attn.o_proj,0,0.013977446593344212
layers.20.mlp.gate_proj,0,0.27690696716308594
layers.20.mlp.up_proj,0,0.22005575895309448
layers.20.mlp.down_proj,0,0.06381691992282867
layers.21.self_attn.q_proj,0,0.7505683302879333
layers.21.self_attn.k_proj,0,0.8377477526664734
layers.21.self_attn.v_proj,0,0.4017944037914276
layers.21.self_attn.o_proj,0,0.01469945814460516
layers.21.mlp.gate_proj,0,0.29448384046554565
layers.21.mlp.up_proj,0,0.23660102486610413
layers.21.mlp.down_proj,0,0.06900200247764587
layers.22.self_attn.q_proj,0,0.8350367546081543
layers.22.self_attn.k_proj,0,0.8966903686523438
layers.22.self_attn.v_proj,0,0.40126970410346985
layers.22.self_attn.o_proj,0,0.024225827306509018
layers.22.mlp.gate_proj,0,0.32211431860923767
layers.22.mlp.up_proj,0,0.2535703182220459
layers.22.mlp.down_proj,0,0.07960166037082672
layers.23.self_attn.q_proj,0,0.8707610964775085
layers.23.self_attn.k_proj,0,0.922944188117981
layers.23.self_attn.v_proj,0,0.4948260188102722
layers.23.self_attn.o_proj,0,0.01812741905450821
layers.23.mlp.gate_proj,0,0.3441225290298462
layers.23.mlp.up_proj,0,0.2723110318183899
layers.23.mlp.down_proj,0,0.09043721854686737
layers.24.self_attn.q_proj,0,0.8277749419212341
layers.24.self_attn.k_proj,0,0.9060153365135193
layers.24.self_attn.v_proj,0,0.4980444014072418
layers.24.self_attn.o_proj,0,0.02495231293141842
layers.24.mlp.gate_proj,0,0.37668052315711975
layers.24.mlp.up_proj,0,0.2956600487232208
layers.24.mlp.down_proj,0,0.10094110667705536
layers.25.self_attn.q_proj,0,0.9270139932632446
layers.25.self_attn.k_proj,0,0.9657290577888489
layers.25.self_attn.v_proj,0,0.6140245199203491
layers.25.self_attn.o_proj,0,0.019093262031674385
layers.25.mlp.gate_proj,0,0.40389516949653625
layers.25.mlp.up_proj,0,0.3210516571998596
layers.25.mlp.down_proj,0,0.11365311592817307
layers.26.self_attn.q_proj,0,0.9652292728424072
layers.26.self_attn.k_proj,0,1.0471981763839722
layers.26.self_attn.v_proj,0,0.6163883805274963
layers.26.self_attn.o_proj,0,0.03909880295395851
layers.26.mlp.gate_proj,0,0.46151766180992126
layers.26.mlp.up_proj,0,0.36022233963012695
layers.26.mlp.down_proj,0,0.1374739110469818
layers.27.self_attn.q_proj,0,1.0340980291366577
layers.27.self_attn.k_proj,0,1.066370964050293
layers.27.self_attn.v_proj,0,0.6451609134674072
layers.27.self_attn.o_proj,0,0.031500279903411865
layers.27.mlp.gate_proj,0,0.4910700023174286
layers.27.mlp.up_proj,0,0.39069584012031555
layers.27.mlp.down_proj,0,0.15586456656455994
layers.28.self_attn.q_proj,0,1.0547384023666382
layers.28.self_attn.k_proj,0,1.0907875299453735
layers.28.self_attn.v_proj,0,0.7363625168800354
layers.28.self_attn.o_proj,0,0.03006170131266117
layers.28.mlp.gate_proj,0,0.5217394232749939
layers.28.mlp.up_proj,0,0.4293917119503021
layers.28.mlp.down_proj,0,0.18636402487754822
layers.29.self_attn.q_proj,0,0.9819268584251404
layers.29.self_attn.k_proj,0,1.0849250555038452
layers.29.self_attn.v_proj,0,0.70964115858078
layers.29.self_attn.o_proj,0,0.047235239297151566
layers.29.mlp.gate_proj,0,0.5877488851547241
layers.29.mlp.up_proj,0,0.4699077308177948
layers.29.mlp.down_proj,0,0.250845342874527
layers.30.self_attn.q_proj,0,1.0952763557434082
layers.30.self_attn.k_proj,0,1.1525377035140991
layers.30.self_attn.v_proj,0,0.8160408139228821
layers.30.self_attn.o_proj,0,0.05876918509602547
layers.30.mlp.gate_proj,0,0.6443980932235718
layers.30.mlp.up_proj,0,0.5332882404327393
layers.30.mlp.down_proj,0,8.063932418823242
layers.31.self_attn.q_proj,0,0.9239006042480469
layers.31.self_attn.k_proj,0,0.9943255186080933
layers.31.self_attn.v_proj,0,0.48747169971466064
layers.31.self_attn.o_proj,0,0.13925288617610931
layers.31.mlp.gate_proj,0,0.5863867402076721
layers.31.mlp.up_proj,0,0.5383692979812622
layers.31.mlp.down_proj,0,0.9520680904388428
block_0,0,0.0011850417358800769
block_1,0,0.20076538622379303
block_2,0,0.20384883880615234
block_3,0,0.20572206377983093
block_4,0,0.2175593376159668
block_5,0,0.22225719690322876
block_6,0,0.22885344922542572
block_7,0,0.23759725689888
block_8,0,0.2493121176958084
block_9,0,0.2626223862171173
block_10,0,0.2770679295063019
block_11,0,0.29111239314079285
block_12,0,0.307543009519577
block_13,0,0.3302711248397827
block_14,0,0.3572463393211365
block_15,0,0.39174848794937134
block_16,0,0.4438709318637848
block_17,0,0.4956400394439697
block_18,0,0.5600149631500244
block_19,0,0.6297034025192261
block_20,0,0.703040599822998
block_21,0,0.7855119705200195
block_22,0,0.9046030044555664
block_23,0,1.0146905183792114
block_24,0,1.150668978691101
block_25,0,1.2896549701690674
block_26,0,1.4890906810760498
block_27,0,1.695381760597229
block_28,0,1.9288842678070068
block_29,0,2.240220546722412
block_30,0,10.77928352355957
block_31,0,10.50976276397705
