layer,sample_idx,mse
layers.0.self_attn.q_proj,0,0.001841199118643999
layers.0.self_attn.k_proj,0,0.0013823560439050198
layers.0.self_attn.v_proj,0,8.632904064143077e-05
layers.0.self_attn.o_proj,0,5.520970807992853e-05
layers.0.mlp.gate_proj,0,0.002018815604969859
layers.0.mlp.up_proj,0,0.0012182589853182435
layers.0.mlp.down_proj,0,0.0003551917034201324
layers.1.self_attn.q_proj,0,0.11349296569824219
layers.1.self_attn.k_proj,0,0.10822101682424545
layers.1.self_attn.v_proj,0,0.000936935015488416
layers.1.self_attn.o_proj,0,6.817457324359566e-05
layers.1.mlp.gate_proj,0,0.004433434922248125
layers.1.mlp.up_proj,0,0.0027684413362294436
layers.1.mlp.down_proj,0,0.025838911533355713
layers.2.self_attn.q_proj,0,0.17625516653060913
layers.2.self_attn.k_proj,0,0.20245365798473358
layers.2.self_attn.v_proj,0,0.006923062726855278
layers.2.self_attn.o_proj,0,0.00033806118881329894
layers.2.mlp.gate_proj,0,0.00655388692393899
layers.2.mlp.up_proj,0,0.004352071322500706
layers.2.mlp.down_proj,0,0.00026572076603770256
layers.3.self_attn.q_proj,0,0.1255674511194229
layers.3.self_attn.k_proj,0,0.15367549657821655
layers.3.self_attn.v_proj,0,0.016664810478687286
layers.3.self_attn.o_proj,0,0.00014837160415481776
layers.3.mlp.gate_proj,0,0.010261098854243755
layers.3.mlp.up_proj,0,0.007577608339488506
layers.3.mlp.down_proj,0,0.00046452347305603325
layers.4.self_attn.q_proj,0,0.1556692123413086
layers.4.self_attn.k_proj,0,0.20706069469451904
layers.4.self_attn.v_proj,0,0.019770611077547073
layers.4.self_attn.o_proj,0,0.00022945014643482864
layers.4.mlp.gate_proj,0,0.019152408465743065
layers.4.mlp.up_proj,0,0.012367804534733295
layers.4.mlp.down_proj,0,0.0014829173451289535
layers.5.self_attn.q_proj,0,0.18792349100112915
layers.5.self_attn.k_proj,0,0.2509709596633911
layers.5.self_attn.v_proj,0,0.02511083148419857
layers.5.self_attn.o_proj,0,0.000529346289113164
layers.5.mlp.gate_proj,0,0.02640155516564846
layers.5.mlp.up_proj,0,0.016607176512479782
layers.5.mlp.down_proj,0,0.0018783197738230228
layers.6.self_attn.q_proj,0,0.22149468958377838
layers.6.self_attn.k_proj,0,0.26534372568130493
layers.6.self_attn.v_proj,0,0.03898468241095543
layers.6.self_attn.o_proj,0,0.0006008076597936451
layers.6.mlp.gate_proj,0,0.032693229615688324
layers.6.mlp.up_proj,0,0.021409234032034874
