layer,sample_idx,mse
layers.17.self_attn.v_proj,0,0.03397424519062042
layers.17.self_attn.o_proj,0,0.0008549561607651412
layers.17.mlp.gate_proj,0,0.02473420463502407
layers.17.mlp.up_proj,0,0.021296212449669838
layers.17.mlp.down_proj,0,0.007385000586509705
layers.18.self_attn.q_proj,0,0.07676208764314651
layers.18.self_attn.k_proj,0,0.08481162786483765
layers.18.self_attn.v_proj,0,0.0421985425055027
layers.18.self_attn.o_proj,0,0.0008815062465146184
layers.18.mlp.gate_proj,0,0.027688249945640564
layers.18.mlp.up_proj,0,0.023389413952827454
layers.18.mlp.down_proj,0,0.008620192296802998
layers.19.self_attn.q_proj,0,0.07328753918409348
layers.19.self_attn.k_proj,0,0.08679677546024323
layers.19.self_attn.v_proj,0,0.04231017455458641
layers.19.self_attn.o_proj,0,0.0008744331425987184
layers.19.mlp.gate_proj,0,0.02946052886545658
layers.19.mlp.up_proj,0,0.025237230584025383
layers.19.mlp.down_proj,0,0.008796128444373608
layers.20.self_attn.q_proj,0,0.07816431671380997
layers.20.self_attn.k_proj,0,0.08847352862358093
layers.20.self_attn.v_proj,0,0.04136558249592781
layers.20.self_attn.o_proj,0,0.0011598692508414388
layers.20.mlp.gate_proj,0,0.0311308391392231
layers.20.mlp.up_proj,0,0.026186443865299225
layers.20.mlp.down_proj,0,0.0085144666954875
layers.21.self_attn.q_proj,0,0.0786418691277504
layers.21.self_attn.k_proj,0,0.0924738198518753
layers.21.self_attn.v_proj,0,0.054554134607315063
layers.21.self_attn.o_proj,0,0.0009986403165385127
layers.21.mlp.gate_proj,0,0.03233419358730316
layers.21.mlp.up_proj,0,0.026948876678943634
layers.21.mlp.down_proj,0,0.008609471842646599
layers.22.self_attn.q_proj,0,0.08782157301902771
layers.22.self_attn.k_proj,0,0.09468633681535721
layers.22.self_attn.v_proj,0,0.05293843150138855
layers.22.self_attn.o_proj,0,0.0015957198338583112
layers.22.mlp.gate_proj,0,0.031958069652318954
layers.22.mlp.up_proj,0,0.026256723329424858
layers.22.mlp.down_proj,0,0.008731955662369728
layers.23.self_attn.q_proj,0,0.08471819758415222
layers.23.self_attn.k_proj,0,0.09213711321353912
layers.23.self_attn.v_proj,0,0.0582011342048645
layers.23.self_attn.o_proj,0,0.0011863663094118237
layers.23.mlp.gate_proj,0,0.03351457417011261
layers.23.mlp.up_proj,0,0.02785402163863182
layers.23.mlp.down_proj,0,0.00951387919485569
layers.24.self_attn.q_proj,0,0.0804697722196579
layers.24.self_attn.k_proj,0,0.08932097256183624
layers.24.self_attn.v_proj,0,0.060019854456186295
layers.24.self_attn.o_proj,0,0.0016117470804601908
layers.24.mlp.gate_proj,0,0.03527450188994408
layers.24.mlp.up_proj,0,0.028987057507038116
layers.24.mlp.down_proj,0,0.009944336488842964
layers.25.self_attn.q_proj,0,0.0874597430229187
layers.25.self_attn.k_proj,0,0.09404037892818451
layers.25.self_attn.v_proj,0,0.06855946034193039
layers.25.self_attn.o_proj,0,0.00154915323946625
layers.25.mlp.gate_proj,0,0.03759250044822693
layers.25.mlp.up_proj,0,0.03091718815267086
layers.25.mlp.down_proj,0,0.01091997604817152
